Empleado1,Empleado2,similarity
Empleado1330,Empleado1744,1.0
Empleado13300,Empleado13790,1.0
Empleado13301,Empleado7395,1.0
Empleado13302,Empleado5768,1.0
Empleado13303,Empleado206,1.0
Empleado13304,Empleado6901,1.0
Empleado13305,Empleado8691,1.0
Empleado13306,Empleado855,1.0
Empleado13307,Empleado10510,1.0
Empleado13308,Empleado3482,1.0
Empleado13309,Empleado7509,1.0
Empleado1331,Empleado791,1.0
Empleado13310,Empleado3209,1.0
Empleado13311,Empleado5306,1.0
Empleado13312,Empleado6793,1.0
Empleado13313,Empleado4721,1.0
Empleado13314,Empleado12839,1.0
Empleado13315,Empleado8571,1.0
Empleado13316,Empleado11171,1.0
Empleado13317,Empleado8534,1.0
Empleado13318,Empleado10666,1.0
Empleado13319,Empleado4841,1.0
Empleado1332,Empleado12396,1.0
Empleado13320,Empleado9630,1.0
Empleado13321,Empleado13813,1.0
Empleado13322,Empleado2408,1.0
Empleado13323,Empleado11663,1.0
Empleado13324,Empleado7892,1.0
Empleado13325,Empleado4360,1.0
Empleado13326,Empleado5752,1.0
Empleado13327,Empleado9942,1.0
Empleado13328,Empleado10307,1.0
Empleado13329,Empleado8511,1.0
Empleado1333,Empleado14965,1.0
Empleado13330,Empleado335,1.0
Empleado13331,Empleado11189,1.0
Empleado13332,Empleado5242,1.0
Empleado13333,Empleado2646,1.0
Empleado13334,Empleado10346,1.0
Empleado13335,Empleado5328,1.0
Empleado13336,Empleado9444,1.0
Empleado13338,Empleado10219,1.0
Empleado13339,Empleado9287,1.0
Empleado1334,Empleado12778,1.0
Empleado13340,Empleado10486,1.0
Empleado13341,Empleado9202,1.0
Empleado13342,Empleado8882,1.0
Empleado13343,Empleado2824,1.0
Empleado13344,Empleado8617,1.0
Empleado13345,Empleado14650,1.0
Empleado13346,Empleado3858,1.0
Empleado13347,Empleado5746,1.0
Empleado13348,Empleado10205,1.0
Empleado13349,Empleado10239,1.0
Empleado1335,Empleado14772,1.0
Empleado13350,Empleado7776,1.0
Empleado13351,Empleado9161,1.0
Empleado13352,Empleado13664,1.0
Empleado13353,Empleado2320,1.0
Empleado13354,Empleado12293,1.0
Empleado13356,Empleado9814,1.0
Empleado13357,Empleado474,1.0
Empleado13358,Empleado4939,1.0
Empleado13359,Empleado3011,1.0
Empleado1336,Empleado2533,1.0
Empleado13360,Empleado8408,1.0
Empleado13361,Empleado11898,1.0
Empleado13363,Empleado7274,1.0
Empleado13364,Empleado7309,1.0
Empleado13365,Empleado4912,1.0
Empleado13366,Empleado455,1.0
Empleado13367,Empleado5717,1.0
Empleado13368,Empleado829,1.0
Empleado13369,Empleado3369,1.0
Empleado1337,Empleado6705,1.0
Empleado13370,Empleado4559,1.0
Empleado13371,Empleado14057,1.0
Empleado13372,Empleado8479,1.0
Empleado13373,Empleado5893,1.0
Empleado13374,Empleado14021,1.0
Empleado13375,Empleado2005,1.0
Empleado13376,Empleado4908,1.0
Empleado13377,Empleado7354,1.0
Empleado13378,Empleado6683,1.0
Empleado13379,Empleado11247,1.0
Empleado1338,Empleado14483,1.0
Empleado13380,Empleado3329,1.0
Empleado13381,Empleado5657,1.0
Empleado13382,Empleado11171,1.0
Empleado13383,Empleado11210,1.0
Empleado13384,Empleado7788,1.0
Empleado13385,Empleado4199,1.0
Empleado13386,Empleado4266,1.0
Empleado13387,Empleado6389,1.0
Empleado13388,Empleado3554,1.0
Empleado13389,Empleado3225,1.0
Empleado1339,Empleado5047,1.0
Empleado13390,Empleado14664,1.0
Empleado13391,Empleado11040,1.0
Empleado13392,Empleado4417,1.0
Empleado13393,Empleado2714,1.0
Empleado13394,Empleado12655,1.0
Empleado13395,Empleado4649,1.0
Empleado13396,Empleado8251,1.0
Empleado13397,Empleado12958,1.0
Empleado13398,Empleado3202,1.0
Empleado13399,Empleado7768,1.0
Empleado134,Empleado4159,1.0
Empleado1340,Empleado10244,1.0
Empleado13400,Empleado10951,1.0
Empleado13401,Empleado8369,1.0
Empleado13402,Empleado11988,1.0
Empleado13403,Empleado9126,1.0
Empleado13404,Empleado9651,1.0
Empleado13405,Empleado3377,1.0
Empleado13406,Empleado8412,1.0
Empleado13407,Empleado9603,1.0
Empleado13408,Empleado9705,1.0
Empleado13409,Empleado5079,1.0
Empleado1341,Empleado8989,1.0
Empleado13410,Empleado13966,1.0
Empleado13411,Empleado7127,1.0
Empleado13412,Empleado10889,1.0
Empleado13413,Empleado2926,1.0
Empleado13414,Empleado4692,1.0
Empleado13415,Empleado13861,1.0
Empleado13416,Empleado5809,1.0
Empleado13417,Empleado14128,1.0
Empleado13418,Empleado10334,1.0
Empleado13419,Empleado6249,1.0
Empleado1342,Empleado780,1.0
Empleado13420,Empleado7092,1.0
Empleado13421,Empleado14115,1.0
Empleado13422,Empleado1297,1.0
Empleado13423,Empleado8353,1.0
Empleado13424,Empleado7922,1.0
Empleado13425,Empleado3694,1.0
Empleado13426,Empleado10448,1.0
Empleado13427,Empleado13410,1.0
Empleado13428,Empleado10240,1.0
Empleado13429,Empleado12743,1.0
Empleado1343,Empleado2387,1.0
Empleado13430,Empleado11579,1.0
Empleado13431,Empleado13259,1.0
Empleado13432,Empleado8388,1.0
Empleado13433,Empleado12837,1.0
Empleado13434,Empleado9913,1.0
Empleado13435,Empleado4678,1.0
Empleado13436,Empleado6279,1.0
Empleado13437,Empleado8794,1.0
Empleado13438,Empleado4149,1.0
Empleado13439,Empleado9442,1.0
Empleado1344,Empleado14502,1.0
Empleado13440,Empleado8797,1.0
Empleado13441,Empleado9806,1.0
Empleado13442,Empleado4717,1.0
Empleado13443,Empleado4591,1.0
Empleado13444,Empleado3387,1.0
Empleado13445,Empleado11588,1.0
Empleado13446,Empleado10065,1.0
Empleado13447,Empleado11946,1.0
Empleado13448,Empleado8023,1.0
Empleado13449,Empleado978,1.0
Empleado1345,Empleado628,1.0
Empleado13450,Empleado9375,1.0
Empleado13451,Empleado12577,1.0
Empleado13452,Empleado14765,1.0
Empleado13453,Empleado1279,1.0
Empleado13454,Empleado2310,1.0
Empleado13455,Empleado10035,1.0
Empleado13456,Empleado2532,1.0
Empleado13457,Empleado14534,1.0
Empleado13458,Empleado13432,1.0
Empleado13459,Empleado11644,1.0
Empleado1346,Empleado1227,1.0
Empleado13460,Empleado12226,1.0
Empleado13461,Empleado7218,1.0
Empleado13462,Empleado3177,1.0
Empleado13463,Empleado13885,1.0
Empleado13464,Empleado11021,1.0
Empleado13465,Empleado2699,1.0
Empleado13466,Empleado2346,1.0
Empleado13467,Empleado4215,1.0
Empleado13468,Empleado2524,1.0
Empleado13469,Empleado4000,1.0
Empleado1347,Empleado12486,1.0
Empleado13470,Empleado13775,1.0
Empleado13471,Empleado6129,1.0
Empleado13472,Empleado4930,1.0
Empleado13473,Empleado3365,1.0
Empleado13474,Empleado274,1.0
Empleado13475,Empleado8938,1.0
Empleado13476,Empleado6353,1.0
Empleado13477,Empleado7927,1.0
Empleado13478,Empleado7847,1.0
Empleado13479,Empleado10167,1.0
Empleado1348,Empleado12896,1.0
Empleado13480,Empleado11506,1.0
Empleado13481,Empleado10513,1.0
Empleado13482,Empleado12129,1.0
Empleado13483,Empleado11724,1.0
Empleado13484,Empleado11943,1.0
Empleado13485,Empleado6363,1.0
Empleado13486,Empleado11716,1.0
Empleado13487,Empleado13960,1.0
Empleado13488,Empleado5737,1.0
Empleado13489,Empleado4992,1.0
Empleado1349,Empleado14573,1.0
Empleado13490,Empleado2090,1.0
Empleado13491,Empleado5003,1.0
Empleado13492,Empleado3875,1.0
Empleado13493,Empleado3442,1.0
Empleado13494,Empleado6180,1.0
Empleado13495,Empleado9405,1.0
Empleado13496,Empleado14804,1.0
Empleado13497,Empleado3779,1.0
Empleado13498,Empleado7715,1.0
Empleado13499,Empleado14574,1.0
Empleado135,Empleado1336,1.0
Empleado1350,Empleado10974,1.0
Empleado13500,Empleado5423,1.0
Empleado13501,Empleado10978,1.0
Empleado13502,Empleado8972,1.0
Empleado13503,Empleado4148,1.0
Empleado13504,Empleado6718,1.0
Empleado13505,Empleado8304,1.0
Empleado13506,Empleado4222,1.0
Empleado13507,Empleado10585,1.0
Empleado13508,Empleado14027,1.0
Empleado13509,Empleado5490,1.0
Empleado1351,Empleado11363,1.0
Empleado13510,Empleado8868,1.0
Empleado13511,Empleado4536,1.0
Empleado13512,Empleado13639,1.0
Empleado13513,Empleado5674,1.0
Empleado13514,Empleado4488,1.0
Empleado13515,Empleado9068,1.0
Empleado13516,Empleado4962,1.0
Empleado13517,Empleado4093,1.0
Empleado13518,Empleado5646,1.0
Empleado13519,Empleado3840,1.0
Empleado1352,Empleado5501,1.0
Empleado13520,Empleado12887,1.0
Empleado13521,Empleado10770,1.0
Empleado13522,Empleado9607,1.0
Empleado13523,Empleado14549,1.0
Empleado13524,Empleado7993,1.0
Empleado13525,Empleado8845,1.0
Empleado13526,Empleado13966,1.0
Empleado13527,Empleado10335,1.0
Empleado13528,Empleado10306,1.0
Empleado13529,Empleado8785,1.0
Empleado1353,Empleado12719,1.0
Empleado13530,Empleado8411,1.0
Empleado13531,Empleado12553,1.0
Empleado13532,Empleado11436,1.0
Empleado13533,Empleado3800,1.0
Empleado13534,Empleado7133,1.0
Empleado13535,Empleado3965,1.0
Empleado13536,Empleado12714,1.0
Empleado13537,Empleado1730,1.0
Empleado13538,Empleado7974,1.0
Empleado13539,Empleado12497,1.0
Empleado1354,Empleado7587,1.0
Empleado13540,Empleado3181,1.0
Empleado13541,Empleado4990,1.0
Empleado13542,Empleado4446,1.0
Empleado13543,Empleado5712,1.0
Empleado13544,Empleado7136,1.0
Empleado13545,Empleado10887,1.0
Empleado13546,Empleado12978,1.0
Empleado13547,Empleado1476,1.0
Empleado13548,Empleado6782,1.0
Empleado13549,Empleado2958,1.0
Empleado1355,Empleado12165,1.0
Empleado13550,Empleado13093,1.0
Empleado13551,Empleado13917,1.0
Empleado13552,Empleado14617,1.0
Empleado13553,Empleado14695,1.0
Empleado13554,Empleado2641,1.0
Empleado13555,Empleado3536,1.0
Empleado13556,Empleado11202,1.0
Empleado13557,Empleado4432,1.0
Empleado13558,Empleado6337,1.0
Empleado13559,Empleado8972,1.0
Empleado1356,Empleado848,1.0
Empleado13560,Empleado3371,1.0
Empleado13561,Empleado6472,1.0
Empleado13562,Empleado3190,1.0
Empleado13563,Empleado11736,1.0
Empleado13564,Empleado13890,1.0
Empleado13565,Empleado13022,1.0
Empleado13566,Empleado953,1.0
Empleado13567,Empleado7503,1.0
Empleado13568,Empleado2613,1.0
Empleado13569,Empleado11829,1.0
Empleado1357,Empleado2352,1.0
Empleado13570,Empleado11347,1.0
Empleado13571,Empleado5730,1.0
Empleado13572,Empleado3332,1.0
Empleado13573,Empleado7502,1.0
Empleado13574,Empleado2393,1.0
Empleado13575,Empleado985,1.0
Empleado13576,Empleado3235,1.0
Empleado13577,Empleado10876,1.0
Empleado13578,Empleado6540,1.0
Empleado13579,Empleado9794,1.0
Empleado1358,Empleado1628,1.0
Empleado13580,Empleado9740,1.0
Empleado13581,Empleado9610,1.0
Empleado13582,Empleado5271,1.0
Empleado13583,Empleado7373,1.0
Empleado13584,Empleado10655,1.0
Empleado13585,Empleado5978,1.0
Empleado13586,Empleado7823,1.0
Empleado13587,Empleado10243,1.0
Empleado13588,Empleado7614,1.0
Empleado13589,Empleado3901,1.0
Empleado1359,Empleado384,1.0
Empleado13590,Empleado11175,1.0
Empleado13591,Empleado14091,1.0
Empleado13592,Empleado7786,1.0
Empleado13593,Empleado12988,1.0
Empleado13594,Empleado14129,1.0
Empleado13595,Empleado6992,1.0
Empleado13596,Empleado9114,1.0
Empleado13597,Empleado13081,1.0
Empleado13598,Empleado5060,1.0
Empleado13599,Empleado9724,1.0
Empleado136,Empleado386,1.0
Empleado1360,Empleado9500,1.0
Empleado13600,Empleado1681,1.0
Empleado13601,Empleado13125,1.0
Empleado13602,Empleado11724,1.0
Empleado13603,Empleado3128,1.0
Empleado13604,Empleado14759,1.0
Empleado13605,Empleado6321,1.0
Empleado13607,Empleado1667,1.0
Empleado13608,Empleado8643,1.0
Empleado13609,Empleado1757,1.0
Empleado1361,Empleado558,1.0
Empleado13610,Empleado4571,1.0
Empleado13611,Empleado8728,1.0
Empleado13612,Empleado7819,1.0
Empleado13613,Empleado9214,1.0
Empleado13614,Empleado7975,1.0
Empleado13615,Empleado2286,1.0
Empleado13616,Empleado5549,1.0
Empleado13617,Empleado13882,1.0
Empleado13618,Empleado4312,1.0
Empleado13619,Empleado9590,1.0
Empleado1362,Empleado152,1.0
Empleado13620,Empleado12598,1.0
Empleado13621,Empleado13169,1.0
Empleado13622,Empleado4948,1.0
Empleado13623,Empleado14299,1.0
Empleado13624,Empleado7850,1.0
Empleado13625,Empleado11330,1.0
Empleado13626,Empleado5444,1.0
Empleado13627,Empleado4612,1.0
Empleado13628,Empleado9337,1.0
Empleado13629,Empleado10211,1.0
Empleado1363,Empleado5101,1.0
Empleado13630,Empleado13314,1.0
Empleado13631,Empleado3005,1.0
Empleado13632,Empleado8103,1.0
Empleado13633,Empleado3765,1.0
Empleado13634,Empleado3144,1.0
Empleado13635,Empleado5665,1.0
Empleado13636,Empleado14703,1.0
Empleado13637,Empleado4429,1.0
Empleado13638,Empleado6885,1.0
Empleado13639,Empleado5717,1.0
Empleado1364,Empleado10283,1.0
Empleado13640,Empleado901,1.0
Empleado13641,Empleado3343,1.0
Empleado13642,Empleado4299,1.0
Empleado13644,Empleado3167,1.0
Empleado13645,Empleado8454,1.0
Empleado13646,Empleado8950,1.0
Empleado13647,Empleado11033,1.0
Empleado13648,Empleado2762,1.0
Empleado13649,Empleado5631,1.0
Empleado1365,Empleado14434,1.0
Empleado13650,Empleado5483,1.0
Empleado13651,Empleado2728,1.0
Empleado13652,Empleado13708,1.0
Empleado13653,Empleado9847,1.0
Empleado13654,Empleado14011,1.0
Empleado13655,Empleado13277,1.0
Empleado13656,Empleado8779,1.0
Empleado13657,Empleado11772,1.0
Empleado13658,Empleado8065,1.0
Empleado13659,Empleado6082,1.0
Empleado1366,Empleado460,1.0
Empleado13660,Empleado10914,1.0
Empleado13661,Empleado6274,1.0
Empleado13662,Empleado8521,1.0
Empleado13663,Empleado6879,1.0
Empleado13664,Empleado13352,1.0
Empleado13665,Empleado7404,1.0
Empleado13666,Empleado2042,1.0
Empleado13667,Empleado14944,1.0
Empleado13668,Empleado3783,1.0
Empleado13669,Empleado5474,1.0
Empleado1367,Empleado454,1.0
Empleado13670,Empleado29,1.0
Empleado13671,Empleado8102,1.0
Empleado13672,Empleado7062,1.0
Empleado13673,Empleado14076,1.0
Empleado13674,Empleado3075,1.0
Empleado13675,Empleado3760,1.0
Empleado13676,Empleado7703,1.0
Empleado13677,Empleado7940,1.0
Empleado13678,Empleado10149,1.0
Empleado13679,Empleado2054,1.0
Empleado1368,Empleado1537,1.0
Empleado13680,Empleado7220,1.0
Empleado13681,Empleado13043,1.0
Empleado13682,Empleado6937,1.0
Empleado13683,Empleado9764,1.0
Empleado13684,Empleado3008,1.0
Empleado13685,Empleado10179,1.0
Empleado13687,Empleado11438,1.0
Empleado13688,Empleado5248,1.0
Empleado13689,Empleado8898,1.0
Empleado1369,Empleado366,1.0
Empleado13690,Empleado7930,1.0
Empleado13691,Empleado8207,1.0
Empleado13692,Empleado13658,1.0
Empleado13693,Empleado10423,1.0
Empleado13694,Empleado508,1.0
Empleado13695,Empleado9634,1.0
Empleado13696,Empleado2399,1.0
Empleado13697,Empleado6610,1.0
Empleado13698,Empleado8246,1.0
Empleado13699,Empleado14091,1.0
Empleado137,Empleado774,1.0
Empleado1370,Empleado12437,1.0
Empleado13700,Empleado1221,1.0
Empleado13701,Empleado13717,1.0
Empleado13702,Empleado13976,1.0
Empleado13703,Empleado11381,1.0
Empleado13704,Empleado2030,1.0
Empleado13705,Empleado338,1.0
Empleado13706,Empleado12648,1.0
Empleado13707,Empleado7221,1.0
Empleado13708,Empleado1721,1.0
Empleado13709,Empleado11448,1.0
Empleado1371,Empleado320,1.0
Empleado13710,Empleado8853,1.0
Empleado13711,Empleado11615,1.0
Empleado13712,Empleado2882,1.0
Empleado13713,Empleado13962,1.0
Empleado13714,Empleado370,1.0
Empleado13715,Empleado8167,1.0
Empleado13716,Empleado6050,1.0
Empleado13717,Empleado13701,1.0
Empleado13718,Empleado2149,1.0
Empleado13719,Empleado9139,1.0
Empleado1372,Empleado14512,1.0
Empleado13720,Empleado2604,1.0
Empleado13721,Empleado6235,1.0
Empleado13722,Empleado7830,1.0
Empleado13724,Empleado4440,1.0
Empleado13725,Empleado8092,1.0
Empleado13726,Empleado9138,1.0
Empleado13727,Empleado1749,1.0
Empleado13728,Empleado7128,1.0
Empleado13729,Empleado3316,1.0
Empleado1373,Empleado10027,1.0
Empleado13730,Empleado6913,1.0
Empleado13731,Empleado10681,1.0
Empleado13732,Empleado4179,1.0
Empleado13733,Empleado3498,1.0
Empleado13734,Empleado381,1.0
Empleado13735,Empleado5020,1.0
Empleado13736,Empleado12397,1.0
Empleado13737,Empleado7932,1.0
Empleado13738,Empleado6782,1.0
Empleado13739,Empleado4130,1.0
Empleado1374,Empleado14471,1.0
Empleado13740,Empleado3114,1.0
Empleado13741,Empleado3944,1.0
Empleado13742,Empleado11044,1.0
Empleado13743,Empleado2490,1.0
Empleado13744,Empleado8982,1.0
Empleado13745,Empleado2577,1.0
Empleado13746,Empleado7210,1.0
Empleado13747,Empleado11381,1.0
Empleado13748,Empleado3202,1.0
Empleado13749,Empleado8700,1.0
Empleado1375,Empleado12131,1.0
Empleado13750,Empleado13746,1.0
Empleado13751,Empleado14049,1.0
Empleado13752,Empleado279,1.0
Empleado13753,Empleado6369,1.0
Empleado13754,Empleado11354,1.0
Empleado13755,Empleado3967,1.0
Empleado13756,Empleado11915,1.0
Empleado13757,Empleado9634,1.0
Empleado13758,Empleado4140,1.0
Empleado13759,Empleado10777,1.0
Empleado1376,Empleado11431,1.0
Empleado13760,Empleado6319,1.0
Empleado13761,Empleado10882,1.0
Empleado13762,Empleado5355,1.0
Empleado13763,Empleado10660,1.0
Empleado13764,Empleado7392,1.0
Empleado13765,Empleado2041,1.0
Empleado13766,Empleado9867,1.0
Empleado13767,Empleado8551,1.0
Empleado13768,Empleado5521,1.0
Empleado13769,Empleado4711,1.0
Empleado1377,Empleado702,1.0
Empleado13770,Empleado7295,1.0
Empleado13771,Empleado5514,1.0
Empleado13772,Empleado4009,1.0
Empleado13773,Empleado10186,1.0
Empleado13774,Empleado12377,1.0
Empleado13775,Empleado7652,1.0
Empleado13776,Empleado6676,1.0
Empleado13777,Empleado4569,1.0
Empleado13778,Empleado7687,1.0
Empleado13779,Empleado8820,1.0
Empleado1378,Empleado7448,1.0
Empleado13780,Empleado11284,1.0
Empleado13781,Empleado5027,1.0
Empleado13782,Empleado7702,1.0
Empleado13783,Empleado5508,1.0
Empleado13784,Empleado5327,1.0
Empleado13785,Empleado13225,1.0
Empleado13786,Empleado13158,1.0
Empleado13787,Empleado3035,1.0
Empleado13788,Empleado13213,1.0
Empleado13789,Empleado6817,1.0
Empleado1379,Empleado12157,1.0
Empleado13790,Empleado13300,1.0
Empleado13791,Empleado1619,1.0
Empleado13792,Empleado5222,1.0
Empleado13793,Empleado4933,1.0
Empleado13794,Empleado9495,1.0
Empleado13795,Empleado4701,1.0
Empleado13796,Empleado2300,1.0
Empleado13797,Empleado11339,1.0
Empleado13798,Empleado5040,1.0
Empleado13799,Empleado4125,1.0
Empleado138,Empleado1828,1.0
Empleado1380,Empleado14909,1.0
Empleado13800,Empleado11292,1.0
Empleado13801,Empleado7578,1.0
Empleado13802,Empleado12996,1.0
Empleado13803,Empleado11185,1.0
Empleado13804,Empleado11127,1.0
Empleado13805,Empleado5276,1.0
Empleado13806,Empleado4142,1.0
Empleado13807,Empleado5419,1.0
Empleado13808,Empleado11610,1.0
Empleado13809,Empleado11765,1.0
Empleado1381,Empleado1000,1.0
Empleado13810,Empleado4693,1.0
Empleado13811,Empleado2651,1.0
Empleado13812,Empleado6073,1.0
Empleado13813,Empleado13321,1.0
Empleado13814,Empleado6439,1.0
Empleado13815,Empleado10594,1.0
Empleado13816,Empleado4592,1.0
Empleado13817,Empleado8057,1.0
Empleado13818,Empleado10058,1.0
Empleado13819,Empleado8230,1.0
Empleado1382,Empleado5370,1.0
Empleado13820,Empleado13068,1.0
Empleado13821,Empleado8682,1.0
Empleado13822,Empleado4970,1.0
Empleado13823,Empleado6966,1.0
Empleado13824,Empleado10303,1.0
Empleado13825,Empleado4012,1.0
Empleado13826,Empleado8928,1.0
Empleado13827,Empleado4218,1.0
Empleado13828,Empleado11283,1.0
Empleado13829,Empleado3911,1.0
Empleado1383,Empleado12202,1.0
Empleado13830,Empleado630,1.0
Empleado13831,Empleado4203,1.0
Empleado13832,Empleado13576,1.0
Empleado13833,Empleado8738,1.0
Empleado13834,Empleado2751,1.0
Empleado13835,Empleado11300,1.0
Empleado13836,Empleado8234,1.0
Empleado13837,Empleado10847,1.0
Empleado13838,Empleado13333,1.0
Empleado13839,Empleado8296,1.0
Empleado1384,Empleado1536,1.0
Empleado13840,Empleado8241,1.0
Empleado13841,Empleado11187,1.0
Empleado13842,Empleado2890,1.0
Empleado13843,Empleado13333,1.0
Empleado13844,Empleado3092,1.0
Empleado13845,Empleado7215,1.0
Empleado13846,Empleado11873,1.0
Empleado13847,Empleado13837,1.0
Empleado13848,Empleado5778,1.0
Empleado13849,Empleado6702,1.0
Empleado1385,Empleado2556,1.0
Empleado13850,Empleado7651,1.0
Empleado13851,Empleado7669,1.0
Empleado13852,Empleado6115,1.0
Empleado13853,Empleado9540,1.0
Empleado13854,Empleado11996,1.0
Empleado13855,Empleado13816,1.0
Empleado13856,Empleado8565,1.0
Empleado13857,Empleado227,1.0
Empleado13858,Empleado9770,1.0
Empleado13859,Empleado13171,1.0
Empleado1386,Empleado276,1.0
Empleado13860,Empleado8384,1.0
Empleado13861,Empleado13415,1.0
Empleado13862,Empleado3982,1.0
Empleado13863,Empleado8483,1.0
Empleado13864,Empleado10851,1.0
Empleado13865,Empleado3222,1.0
Empleado13866,Empleado6963,1.0
Empleado13867,Empleado10833,1.0
Empleado13868,Empleado11657,1.0
Empleado13869,Empleado2249,1.0
Empleado1387,Empleado292,1.0
Empleado13870,Empleado5154,1.0
Empleado13871,Empleado2807,1.0
Empleado13872,Empleado1408,1.0
Empleado13873,Empleado8052,1.0
Empleado13874,Empleado9664,1.0
Empleado13875,Empleado11271,1.0
Empleado13876,Empleado2831,1.0
Empleado13877,Empleado14407,1.0
Empleado13878,Empleado2487,1.0
Empleado13879,Empleado6212,1.0
Empleado1388,Empleado1289,1.0
Empleado13880,Empleado8146,1.0
Empleado13881,Empleado4416,1.0
Empleado13882,Empleado13617,1.0
Empleado13883,Empleado13526,1.0
Empleado13884,Empleado2174,1.0
Empleado13885,Empleado13463,1.0
Empleado13886,Empleado4533,1.0
Empleado13887,Empleado4279,1.0
Empleado13888,Empleado9013,1.0
Empleado13889,Empleado9824,1.0
Empleado1389,Empleado12314,1.0
Empleado13890,Empleado4719,1.0
Empleado13891,Empleado3305,1.0
Empleado13892,Empleado10511,1.0
Empleado13893,Empleado12788,1.0
Empleado13894,Empleado7027,1.0
Empleado13895,Empleado8436,1.0
Empleado13896,Empleado10867,1.0
Empleado13897,Empleado8741,1.0
Empleado13898,Empleado6702,1.0
Empleado13899,Empleado12186,1.0
Empleado139,Empleado10493,1.0
Empleado1390,Empleado11695,1.0
Empleado13900,Empleado10432,1.0
Empleado13901,Empleado10788,1.0
Empleado13902,Empleado6446,1.0
Empleado13903,Empleado7475,1.0
Empleado13904,Empleado14207,1.0
Empleado13905,Empleado13988,1.0
Empleado13906,Empleado12122,1.0
Empleado13907,Empleado7691,1.0
Empleado13908,Empleado7944,1.0
Empleado13909,Empleado2187,1.0
Empleado1391,Empleado2495,1.0
Empleado13910,Empleado4734,1.0
Empleado13911,Empleado10525,1.0
Empleado13912,Empleado13463,1.0
Empleado13913,Empleado4278,1.0
Empleado13914,Empleado8111,1.0
Empleado13915,Empleado250,1.0
Empleado13916,Empleado5004,1.0
Empleado13917,Empleado13551,1.0
Empleado13918,Empleado4603,1.0
Empleado13919,Empleado94,1.0
Empleado1392,Empleado14689,1.0
Empleado13920,Empleado14423,1.0
Empleado13921,Empleado11067,1.0
Empleado13922,Empleado13944,1.0
Empleado13923,Empleado2491,1.0
Empleado13924,Empleado7664,1.0
Empleado13925,Empleado10527,1.0
Empleado13926,Empleado3783,1.0
Empleado13927,Empleado9736,1.0
Empleado13928,Empleado5126,1.0
Empleado13929,Empleado4854,1.0
Empleado1393,Empleado11791,1.0
Empleado13930,Empleado5716,1.0
Empleado13931,Empleado10681,1.0
Empleado13932,Empleado9105,1.0
Empleado13933,Empleado2633,1.0
Empleado13934,Empleado8530,1.0
Empleado13935,Empleado3041,1.0
Empleado13936,Empleado177,1.0
Empleado13937,Empleado12679,1.0
Empleado13938,Empleado5033,1.0
Empleado13939,Empleado8724,1.0
Empleado1394,Empleado7511,1.0
Empleado13940,Empleado10668,1.0
Empleado13941,Empleado4659,1.0
Empleado13942,Empleado9636,1.0
Empleado13943,Empleado11434,1.0
Empleado13944,Empleado13922,1.0
Empleado13945,Empleado9221,1.0
Empleado13946,Empleado12525,1.0
Empleado13947,Empleado9594,1.0
Empleado13948,Empleado12827,1.0
Empleado1395,Empleado11077,1.0
Empleado13950,Empleado8460,1.0
Empleado13951,Empleado3219,1.0
Empleado13952,Empleado9095,1.0
Empleado13953,Empleado9980,1.0
Empleado13954,Empleado5848,1.0
Empleado13955,Empleado2245,1.0
Empleado13956,Empleado9379,1.0
Empleado13957,Empleado11221,1.0
Empleado13958,Empleado11747,1.0
Empleado13959,Empleado5279,1.0
Empleado1396,Empleado1570,1.0
Empleado13960,Empleado13487,1.0
Empleado13961,Empleado9692,1.0
Empleado13962,Empleado13713,1.0
Empleado13963,Empleado4368,1.0
Empleado13964,Empleado4653,1.0
Empleado13965,Empleado3659,1.0
Empleado13966,Empleado13526,1.0
Empleado13967,Empleado13654,1.0
Empleado13968,Empleado8355,1.0
Empleado13969,Empleado937,1.0
Empleado1397,Empleado542,1.0
Empleado13970,Empleado10861,1.0
Empleado13971,Empleado12972,1.0
Empleado13972,Empleado6537,1.0
Empleado13974,Empleado11446,1.0
Empleado13975,Empleado1043,1.0
Empleado13976,Empleado10832,1.0
Empleado13977,Empleado11190,1.0
Empleado13978,Empleado3496,1.0
Empleado13979,Empleado7929,1.0
Empleado13980,Empleado13156,1.0
Empleado13981,Empleado6848,1.0
Empleado13982,Empleado644,1.0
Empleado13983,Empleado10433,1.0
Empleado13984,Empleado7029,1.0
Empleado13985,Empleado36,1.0
Empleado13986,Empleado2069,1.0
Empleado13987,Empleado10130,1.0
Empleado13988,Empleado13905,1.0
Empleado13989,Empleado5244,1.0
Empleado1399,Empleado10418,1.0
Empleado13990,Empleado6780,1.0
Empleado13991,Empleado8504,1.0
Empleado13992,Empleado5997,1.0
Empleado13993,Empleado1442,1.0
Empleado13994,Empleado7881,1.0
Empleado13995,Empleado5388,1.0
Empleado13996,Empleado4572,1.0
Empleado13997,Empleado11560,1.0
Empleado13998,Empleado4553,1.0
Empleado13999,Empleado3167,1.0
Empleado14,Empleado6176,1.0
Empleado140,Empleado6741,1.0
Empleado1400,Empleado1410,1.0
Empleado14000,Empleado8942,1.0
Empleado14001,Empleado7524,1.0
Empleado14002,Empleado4695,1.0
Empleado14003,Empleado1083,1.0
Empleado14004,Empleado2046,1.0
Empleado14005,Empleado8041,1.0
Empleado14006,Empleado8626,1.0
Empleado14007,Empleado6389,1.0
Empleado14008,Empleado10464,1.0
Empleado14009,Empleado3521,1.0
